Country / territory of asylum/residence,Origin,Value
Iraq,Afghanistan,107
Iraq,Afghanistan,11
Iraq,Albania,0
Iraq,Bangladesh,0
Iraq,Bahrain,39
Iraq,Algeria,0
Iraq,Egypt,23
Iraq,Eritrea,0
Iraq,Eritrea,0
Iraq,Ethiopia,0
Iraq,Ethiopia,0
Iraq,Indonesia,0
Iraq,Iran (Islamic Rep. of),6317
Iraq,Iran (Islamic Rep. of),7143
Iraq,Iraq,2615988
Iraq,Iraq,1546586
Iraq,Iraq,872
Iraq,Jordan,0
Iraq,Jordan,9
Iraq,Kazakhstan,0
Iraq,Kyrgyzstan,6
Iraq,Kuwait,131
Iraq,Lebanon,5
Iraq,Morocco,0
Iraq,Morocco,0
Iraq,Pakistan,45
Iraq,Philippines,0
Iraq,Palestinian,136
Iraq,Palestinian,7865
Iraq,Romania,0
Iraq,Saudi Arabia,8
Iraq,Sudan,890
Iraq,Sudan,64
Iraq,Somalia,8
Iraq,South Sudan,14
Iraq,South Sudan,0
Iraq,Syrian Arab Rep.,247057
Iraq,Tunisia,6
Iraq,Turkey,5191
Iraq,Turkey,15514
Iraq,Ukraine,0
Iraq,Uzbekistan,0
Iraq,Stateless,47630
Iraq,Yemen,84
Iceland,Afghanistan,6
Iceland,Afghanistan,44
Iceland,Albania,19
Iceland,Albania,6
Iceland,Armenia,0
Iceland,Azerbaijan,5
Iceland,Bangladesh,5
Iceland,Bangladesh,0
Iceland,Bosnia and Herzegovina,6
Iceland,Belarus,0
Iceland,Belarus,0
Iceland,China,0
Iceland,China,0
Iceland,Côte d'Ivoire,0
Iceland,Cameroon,0
Iceland,Dem. Rep. of the Congo,0
Iceland,Colombia,0
Iceland,Algeria,6
Iceland,Algeria,0
Iceland,Eritrea,0
Iceland,Eritrea,11
Iceland,Ethiopia,0
Iceland,Georgia,68
Iceland,Georgia,0
Iceland,Ghana,6
Iceland,Ghana,0
Iceland,Guinea,0
Iceland,Guatemala,0
Iceland,Honduras,0
Iceland,Honduras,0
Iceland,India,0
Iceland,India,0
Iceland,Iran (Islamic Rep. of),16
Iceland,Iran (Islamic Rep. of),33
Iceland,Iraq,64
Iceland,Iraq,70
Iceland,Jordan,0
Iceland,Kazakhstan,0
Iceland,Kazakhstan,0
Iceland,Kenya,0
Iceland,Kyrgyzstan,0
Iceland,Libya,0
Iceland,Libya,0
Iceland,Sri Lanka,0
Iceland,Sri Lanka,5
Iceland,Morocco,8
Iceland,Morocco,0
Iceland,Rep. of Moldova,0
Iceland,The former Yugoslav Republic of Macedonia,10
Iceland,The former Yugoslav Republic of Macedonia,0
Iceland,Mali,0
Iceland,Mali,0
Iceland,Myanmar,0
Iceland,Montenegro,0
Iceland,Mongolia,0
Iceland,Mauritania,0
Iceland,Nigeria,0
Iceland,Nigeria,6
Iceland,Nepal,0
Iceland,Pakistan,12
Iceland,Pakistan,11
Iceland,Palestinian,8
Iceland,Palestinian,10
Iceland,Russian Federation,6
Iceland,Russian Federation,11
Iceland,Sudan,0
Iceland,Sudan,0
Iceland,Senegal,0
Iceland,Senegal,0
Iceland,El Salvador,0
Iceland,El Salvador,8
Iceland,Somalia,17
Iceland,Somalia,13
Iceland,Serbia and Kosovo (S/RES/1244 (1999)),15
Iceland,Serbia and Kosovo (S/RES/1244 (1999)),0
Iceland,South Sudan,0
Iceland,Syrian Arab Rep.,5
Iceland,Syrian Arab Rep.,58
Iceland,Chad,0
Iceland,Tajikistan,0
Iceland,Turkey,0
Iceland,Turkey,0
Iceland,Uganda,0
Iceland,Uganda,0
Iceland,Ukraine,7
Iceland,Ukraine,15
Iceland,Uzbekistan,0
Iceland,Venezuela (Bolivarian Republic of),0
Iceland,Stateless,0
Iceland,Stateless,8
Iceland,Stateless,85
Iceland,Various/Unknown,12
Iceland,Yemen,0
Israel,Argentina,0
Israel,Armenia,29
Israel,Armenia,0
Israel,Austria,0
Israel,Azerbaijan,13
Israel,Burundi,0
Israel,Burundi,0
Israel,Benin,0
Israel,Burkina Faso,0
Israel,Bulgaria,0
Israel,Belarus,117
Israel,Brazil,0
Israel,Botswana,0
Israel,Central African Rep.,10
Israel,Central African Rep.,0
Israel,China,53
Israel,China,0
Israel,Côte d'Ivoire,23
Israel,Côte d'Ivoire,0
Israel,Cameroon,20
Israel,Cameroon,0
Israel,Dem. Rep. of the Congo,189
Israel,Dem. Rep. of the Congo,209
Israel,Congo,28
Israel,Colombia,23
Israel,Colombia,0
Israel,Ecuador,0
Israel,Egypt,12
Israel,Eritrea,4553
Israel,Eritrea,22010
Israel,Spain,0
Israel,Ethiopia,897
Israel,Ethiopia,89
Israel,Georgia,3472
Israel,Ghana,403
Israel,Guinea,32
Israel,Guinea-Bissau,0
Israel,Greece,0
Israel,India,439
Israel,Iran (Islamic Rep. of),5
Israel,Iran (Islamic Rep. of),6
Israel,Iraq,10
Israel,Jamaica,0
Israel,Jamaica,0
Israel,Jordan,0
Israel,Kazakhstan,31
Israel,Kenya,44
Israel,Kyrgyzstan,17
Israel,Lebanon,0
Israel,Liberia,0
Israel,Liberia,0
Israel,Libya,0
Israel,Sri Lanka,566
Israel,Lesotho,0
Israel,Latvia,0
Israel,Rep. of Moldova,426
Israel,Mali,6
Israel,Myanmar,38
Israel,Myanmar,0
Israel,Mongolia,83
Israel,Mauritania,0
Israel,Malawi,12
Israel,Niger,0
Israel,Niger,0
Israel,Nigeria,725
Israel,Nigeria,0
Israel,Nepal,8
Israel,Nepal,0
Israel,Philippines,0
Israel,Dem. People's Rep. of Korea,0
Israel,Portugal,0
Israel,Palestinian,0
Israel,Romania,29
Israel,Russian Federation,805
Israel,Rwanda,0
Israel,Rwanda,0
Israel,Sudan,4437
Israel,Sudan,3187
Israel,Sierra Leone,23
Israel,Sierra Leone,0
Israel,Somalia,13
Israel,South Sudan,98
Israel,South Sudan,126
Israel,Syrian Arab Rep.,0
Israel,Chad,8
Israel,Chad,0
Israel,Togo,0
Israel,Tajikistan,0
Israel,Turkmenistan,0
Israel,Turkey,50
Israel,Turkey,0
Israel,Uganda,26
Israel,Ukraine,11507
Israel,United States of America,0
Israel,Uzbekistan,130
Israel,Venezuela (Bolivarian Republic of),0
Israel,Stateless,42
Israel,Various/Unknown,40
Israel,South Africa,249
Israel,Zimbabwe,5
Israel,Zimbabwe,0
Italy,Afghanistan,322
Italy,Afghanistan,17171
Italy,Angola,28
Italy,Angola,35
Italy,Albania,800
Italy,Albania,538
Italy,United Arab Emirates,0
Italy,Argentina,13
Italy,Argentina,0
Italy,Armenia,261
Italy,Armenia,289
Italy,Australia,0
Italy,Azerbaijan,15
Italy,Azerbaijan,62
Italy,Burundi,10
Italy,Burundi,19
Italy,Benin,261
Italy,Benin,228
Italy,Burkina Faso,1431
Italy,Burkina Faso,1014
Italy,Bangladesh,18209
Italy,Bangladesh,5671
Italy,Bahrain,0
Italy,Bahrain,0
Italy,Bahamas,0
Italy,Bahamas,0
Italy,Bosnia and Herzegovina,121
Italy,Bosnia and Herzegovina,618
Italy,Belarus,36
Italy,Belarus,34
Italy,Bolivia (Plurinational State of),0
Italy,Bolivia (Plurinational State of),13
Italy,Brazil,117
Italy,Brazil,100
Italy,Bhutan,0
Italy,Bhutan,0
Italy,Botswana,0
Italy,Botswana,0
Italy,Central African Rep.,78
Italy,Central African Rep.,90
Italy,Canada,0
Italy,Canada,0
Italy,Chile,9
Italy,Chile,8
Italy,China,746
Italy,China,166
Italy,Côte d'Ivoire,11429
Italy,Côte d'Ivoire,6412
Italy,Cameroon,2996
Italy,Cameroon,1348
Italy,Dem. Rep. of the Congo,144
Italy,Dem. Rep. of the Congo,556
Italy,Congo,139
Italy,Congo,425
Italy,Colombia,330
Italy,Colombia,353
Italy,Comoros,38
Italy,Comoros,0
Italy,Cabo Verde,0
Italy,Cabo Verde,0
Italy,Costa Rica,7
Italy,Costa Rica,0
Italy,Cuba,154
Italy,Cuba,195
Italy,Djibouti,0
Italy,Dominica,0
Italy,Dominica,0
Italy,Dominican Rep.,14
Italy,Dominican Rep.,17
Italy,Algeria,169
Italy,Algeria,186
Italy,Ecuador,13
Italy,Ecuador,31
Italy,Egypt,968
Italy,Egypt,1995
Italy,Eritrea,18570
Italy,Eritrea,7940
Italy,Western Sahara,5
Italy,Ethiopia,260
Italy,Ethiopia,1309
Italy,Fiji,0
Italy,Gabon,36
Italy,Gabon,29
Italy,Georgia,975
Italy,Georgia,329
Italy,Ghana,7121
Italy,Ghana,4861
Italy,Guinea,11176
Italy,Guinea,3387
Italy,Gambia,10570
Italy,Gambia,10273
Italy,Guinea-Bissau,1127
Italy,Guinea-Bissau,709
Italy,Equatorial Guinea,6
Italy,Equatorial Guinea,14
Italy,Grenada,0
Italy,Guatemala,7
Italy,Guatemala,6
Italy,Honduras,168
Italy,Honduras,42
Italy,Croatia,18
Italy,Haiti,9
Italy,Indonesia,0
Italy,India,837
Italy,India,205
Italy,Iran (Islamic Rep. of),236
Italy,Iran (Islamic Rep. of),1828
Italy,Iraq,1565
Italy,Iraq,5359
Italy,Israel,7
Italy,Jamaica,0
Italy,Jordan,17
Italy,Jordan,27
Italy,Japan,0
Italy,Kazakhstan,17
Italy,Kazakhstan,8
Italy,Kenya,41
Italy,Kenya,138
Italy,Kyrgyzstan,165
Italy,Kyrgyzstan,25
Italy,Cambodia,0
Italy,Cambodia,0
Italy,Rep. of Korea,0
Italy,Kuwait,0
Italy,Kuwait,0
Italy,Lebanon,61
Italy,Lebanon,313
Italy,Liberia,502
Italy,Liberia,320
Italy,Libya,604
Italy,Libya,837
Italy,Sri Lanka,598
Italy,Sri Lanka,517
Italy,Lesotho,0
Italy,Lesotho,0
Italy,Morocco,1901
Italy,Morocco,746
Italy,Rep. of Moldova,38
Italy,Rep. of Moldova,100
Italy,Madagascar,7
Italy,Madagascar,18
Italy,Mexico,0
Italy,Mexico,5
Italy,The former Yugoslav Republic of Macedonia,66
Italy,The former Yugoslav Republic of Macedonia,56
Italy,Mali,10722
Italy,Mali,13206
Italy,Myanmar,35
Italy,Myanmar,34
Italy,Montenegro,14
Italy,Montenegro,81
Italy,Mongolia,0
Italy,Mongolia,0
Italy,Mozambique,0
Italy,Mauritania,48
Italy,Mauritania,342
Italy,Mauritius,16
Italy,Malawi,0
Italy,Malaysia,0
Italy,Malaysia,0
Italy,Namibia,0
Italy,Namibia,0
Italy,Niger,860
Italy,Niger,431
Italy,Nigeria,37967
Italy,Nigeria,18026
Italy,Nicaragua,6
Italy,Nicaragua,14
Italy,Norway,5
Italy,Nepal,156
Italy,Nepal,95
Italy,New Zealand,0
Italy,Oman,0
Italy,Pakistan,11864
Italy,Pakistan,15966
Italy,Panama,0
Italy,Peru,218
Italy,Peru,70
Italy,Philippines,137
Italy,Philippines,29
Italy,Palau,0
Italy,Palau,0
Italy,Paraguay,9
Italy,Paraguay,0
Italy,Palestinian,234
Italy,Palestinian,954
Italy,Russian Federation,261
Italy,Russian Federation,208
Italy,Rwanda,9
Italy,Rwanda,13
Italy,Saudi Arabia,13
Italy,Saudi Arabia,7
Italy,Sudan,546
Italy,Sudan,1665
Italy,Senegal,11442
Italy,Senegal,6197
Italy,Sierra Leone,1699
Italy,Sierra Leone,539
Italy,El Salvador,2848
Italy,El Salvador,674
Italy,San Marino,0
Italy,Somalia,1258
Italy,Somalia,15641
Italy,Serbia and Kosovo (S/RES/1244 (1999)),1308
Italy,Serbia and Kosovo (S/RES/1244 (1999)),1128
Italy,South Sudan,41
Italy,South Sudan,61
Italy,Swaziland,8
Italy,Syrian Arab Rep.,1696
Italy,Syrian Arab Rep.,3618
Italy,Chad,172
Italy,Chad,448
Italy,Togo,1039
Italy,Togo,963
Italy,Thailand,8
Italy,Thailand,0
Italy,Tajikistan,18
Italy,Tajikistan,8
Italy,Turkmenistan,0
Italy,Turkmenistan,0
Italy,Timor-Leste,0
Italy,Tonga,0
Italy,Tunisia,548
Italy,Tunisia,601
Italy,Turkey,396
Italy,Turkey,2456
Italy,United Rep. of Tanzania,9
Italy,United Rep. of Tanzania,26
Italy,Uganda,17
Italy,Uganda,67
Italy,Ukraine,4453
Italy,Ukraine,4947
Italy,Uruguay,8
Italy,Uruguay,0
Italy,United States of America,0
Italy,United States of America,0
Italy,Uzbekistan,11
Italy,Uzbekistan,6
Italy,Venezuela (Bolivarian Republic of),915
Italy,Venezuela (Bolivarian Republic of),177
Italy,Viet Nam,7
Italy,Stateless,13
Italy,Stateless,19
Italy,Stateless,715
Italy,Various/Unknown,1353
Italy,Yemen,42
Italy,Yemen,113
Italy,South Africa,8
Italy,Zimbabwe,11
Italy,Zimbabwe,24
Jamaica,Bangladesh,0
Jamaica,Cuba,8
Jamaica,Cuba,0
Jamaica,Haiti,8
Jamaica,Jordan,0
Jamaica,Sierra Leone,0
Jamaica,Syrian Arab Rep.,0
Jordan,Afghanistan,9
Jordan,Afghanistan,8
Jordan,United Arab Emirates,0
Jordan,Burkina Faso,0
Jordan,Bangladesh,8
Jordan,Bosnia and Herzegovina,10
Jordan,Belarus,0
Jordan,Brazil,0
Jordan,Central African Rep.,0
Jordan,Central African Rep.,0
Jordan,Cameroon,0
Jordan,Congo,0
Jordan,Algeria,7
Jordan,Algeria,0
Jordan,Egypt,564
Jordan,Egypt,79
Jordan,Eritrea,16
Jordan,Eritrea,25
Jordan,Ethiopia,42
Jordan,Ethiopia,8
Jordan,Ghana,7
Jordan,Indonesia,0
Jordan,Indonesia,0
Jordan,India,7
Jordan,Iran (Islamic Rep. of),0
Jordan,Iran (Islamic Rep. of),7
Jordan,Iraq,31885
Jordan,Iraq,34037
Jordan,Israel,0
Jordan,Kazakhstan,0
Jordan,Kenya,26
Jordan,Kyrgyzstan,0
Jordan,Lebanon,106
Jordan,Lebanon,6
Jordan,Liberia,0
Jordan,Libya,183
Jordan,Libya,27
Jordan,Sri Lanka,9
Jordan,Sri Lanka,5
Jordan,Morocco,15
Jordan,Morocco,0
Jordan,Rep. of Moldova,0
Jordan,Mali,0
Jordan,Myanmar,0
Jordan,Nigeria,13
Jordan,Oman,0
Jordan,Pakistan,18
Jordan,Pakistan,5
Jordan,Philippines,6
Jordan,Philippines,0
Jordan,Russian Federation,20
Jordan,Russian Federation,25
Jordan,Saudi Arabia,8
Jordan,Sudan,1469
Jordan,Sudan,2567
Jordan,Senegal,0
Jordan,Somalia,163
Jordan,Somalia,645
Jordan,Serbia and Kosovo (S/RES/1244 (1999)),0
Jordan,South Sudan,0
Jordan,South Sudan,12
Jordan,Suriname,7
Jordan,Syrian Arab Rep.,653031
Jordan,Chad,20
Jordan,Tajikistan,0
Jordan,Tunisia,20
Jordan,Tunisia,8
Jordan,Turkey,8
Jordan,Uganda,0
Jordan,Ukraine,17
Jordan,Ukraine,0
Jordan,Uzbekistan,0
Jordan,Viet Nam,0
Jordan,Stateless,169
Jordan,Stateless,11
Jordan,Yemen,8951
Jordan,Yemen,494
Jordan,South Africa,0
Japan,Afghanistan,51
Japan,Burundi,8
Japan,Bangladesh,1049
Japan,Bangladesh,27
Japan,China,535
Japan,China,69
Japan,Cameroon,218
Japan,Cameroon,17
Japan,Dem. Rep. of the Congo,7
Japan,Ethiopia,23
Japan,Ghana,330
Japan,Indonesia,2613
Japan,India,1257
Japan,Iran (Islamic Rep. of),307
Japan,Iran (Islamic Rep. of),17
Japan,Iraq,13
Japan,Cambodia,1085
Japan,Sri Lanka,3549
Japan,Sri Lanka,59
Japan,Myanmar,2241
Japan,Myanmar,1469
Japan,Mongolia,70
Japan,Nigeria,328
Japan,Nepal,4520
Japan,Pakistan,1017
Japan,Pakistan,34
Japan,Philippines,5298
Japan,Sudan,15
Japan,Senegal,141
Japan,Somalia,5
Japan,Syrian Arab Rep.,66
Japan,Thailand,52
Japan,Tunisia,155
Japan,Turkey,2949
Japan,Turkey,39
Japan,Uganda,160
Japan,Viet Nam,2490
Japan,Viet Nam,0
Japan,Stateless,9
Japan,Stateless,585
Japan,Various/Unknown,840
Japan,Various/Unknown,261
Kazakhstan,Afghanistan,164
Kazakhstan,Afghanistan,561
Kazakhstan,Burundi,0
Kazakhstan,China,6
Kazakhstan,China,6
Kazakhstan,Egypt,0
Kazakhstan,Ethiopia,0
Kazakhstan,Kazakhstan,0
Kazakhstan,Libya,0
Kazakhstan,Palestinian,0
Kazakhstan,Syrian Arab Rep.,23
Kazakhstan,Syrian Arab Rep.,17
Kazakhstan,Turkmenistan,0
Kazakhstan,Turkey,12
Kazakhstan,Turkey,0
Kazakhstan,Uzbekistan,18
Kazakhstan,Stateless,8138
Kazakhstan,Yemen,0
Kazakhstan,Yemen,0
Kenya,Afghanistan,0
Kenya,Afghanistan,8
Kenya,Angola,6
Kenya,Angola,0
Kenya,Burundi,10926
Kenya,Burundi,1902
Kenya,Burkina Faso,0
Kenya,Central African Rep.,6
Kenya,Côte d'Ivoire,9
Kenya,Côte d'Ivoire,0
Kenya,Cameroon,18
Kenya,Dem. Rep. of the Congo,21769
Kenya,Dem. Rep. of the Congo,13941
Kenya,Congo,109
Kenya,Congo,26
Kenya,Djibouti,0
Kenya,Djibouti,0
Kenya,Egypt,0
Kenya,Egypt,0
Kenya,Eritrea,639
Kenya,Eritrea,702
Kenya,Ethiopia,10007
Kenya,Ethiopia,17873
Kenya,Ghana,0
Kenya,Guinea,0
Kenya,India,0
Kenya,Iraq,0
Kenya,Jamaica,0
Kenya,Liberia,0
Kenya,Sri Lanka,9
Kenya,Mali,0
Kenya,Mozambique,7
Kenya,Nigeria,16
Kenya,Nigeria,0
Kenya,Pakistan,0
Kenya,Pakistan,9
Kenya,Palestinian,0
Kenya,Rwanda,1066
Kenya,Rwanda,576
Kenya,Saudi Arabia,0
Kenya,Sudan,7086
Kenya,Sudan,2922
Kenya,Senegal,0
Kenya,Sierra Leone,0
Kenya,Somalia,2654
Kenya,Somalia,281692
Kenya,South Sudan,102
Kenya,South Sudan,111510
Kenya,Syrian Arab Rep.,7
Kenya,Syrian Arab Rep.,0
Kenya,Chad,0
Kenya,Turkey,12
Kenya,United Rep. of Tanzania,28
Kenya,United Rep. of Tanzania,9
Kenya,Uganda,1856
Kenya,Uganda,626
Kenya,Stateless,18500
Kenya,Yemen,157
Kenya,Yemen,68
Kenya,South Africa,0
Kenya,Zimbabwe,15
Kenya,Zimbabwe,0
Kyrgyzstan,Afghanistan,46
Kyrgyzstan,Afghanistan,236
Kyrgyzstan,China,0
Kyrgyzstan,Ethiopia,0
Kyrgyzstan,Iran (Islamic Rep. of),0
Kyrgyzstan,Iraq,0
Kyrgyzstan,Morocco,0
Kyrgyzstan,Dem. People's Rep. of Korea,0
Kyrgyzstan,Syrian Arab Rep.,12
Kyrgyzstan,Syrian Arab Rep.,69
Kyrgyzstan,Tajikistan,0
Kyrgyzstan,Turkmenistan,0
Kyrgyzstan,Turkey,13
Kyrgyzstan,Ukraine,9
Kyrgyzstan,Ukraine,17
Kyrgyzstan,Uzbekistan,16
Kyrgyzstan,Uzbekistan,12
Kyrgyzstan,Stateless,0
Kyrgyzstan,Stateless,855
Cambodia,Dem. Rep. of the Congo,0
Cambodia,Eritrea,0
Cambodia,Ethiopia,0
Cambodia,Iraq,0
Cambodia,Sri Lanka,0
Cambodia,Sri Lanka,5
Cambodia,Myanmar,0
Cambodia,Myanmar,19
Cambodia,Pakistan,0
Cambodia,Pakistan,5
Cambodia,Sudan,0
Cambodia,Somalia,0
Cambodia,Syrian Arab Rep.,0
Cambodia,Syrian Arab Rep.,0
Cambodia,Thailand,8
Cambodia,Viet Nam,31
Cambodia,Viet Nam,32
Saint Kitts and Nevis,Cuba,5
Rep. of Korea,Afghanistan,7
Rep. of Korea,Afghanistan,37
Rep. of Korea,Angola,30
Rep. of Korea,Angola,0
Rep. of Korea,Albania,0
Rep. of Korea,Armenia,0
Rep. of Korea,Armenia,0
Rep. of Korea,Azerbaijan,0
Rep. of Korea,Burundi,10
Rep. of Korea,Burundi,18
Rep. of Korea,Benin,0
Rep. of Korea,Burkina Faso,18
Rep. of Korea,Bangladesh,413
Rep. of Korea,Bangladesh,98
Rep. of Korea,Bulgaria,0
Rep. of Korea,Bosnia and Herzegovina,0
Rep. of Korea,Brazil,0
Rep. of Korea,China,1119
Rep. of Korea,China,39
Rep. of Korea,Côte d'Ivoire,28
Rep. of Korea,Côte d'Ivoire,30
Rep. of Korea,Cameroon,135
Rep. of Korea,Cameroon,18
Rep. of Korea,Dem. Rep. of the Congo,17
Rep. of Korea,Dem. Rep. of the Congo,49
Rep. of Korea,Congo,0
Rep. of Korea,Colombia,0
Rep. of Korea,Algeria,47
Rep. of Korea,Algeria,5
Rep. of Korea,Ecuador,0
Rep. of Korea,Egypt,635
Rep. of Korea,Egypt,19
Rep. of Korea,Eritrea,5
Rep. of Korea,Eritrea,0
Rep. of Korea,Ethiopia,121
Rep. of Korea,Ethiopia,130
Rep. of Korea,Gabon,5
Rep. of Korea,Ghana,145
Rep. of Korea,Ghana,6
Rep. of Korea,Guinea,85
Rep. of Korea,Gambia,51
Rep. of Korea,Gambia,0
Rep. of Korea,Guinea-Bissau,7
Rep. of Korea,Honduras,0
Rep. of Korea,Haiti,0
Rep. of Korea,Hungary,0
Rep. of Korea,Indonesia,9
Rep. of Korea,India,720
Rep. of Korea,Iran (Islamic Rep. of),54
Rep. of Korea,Iran (Islamic Rep. of),48
Rep. of Korea,Iraq,23
Rep. of Korea,Iraq,27
Rep. of Korea,Jordan,16
Rep. of Korea,Jordan,0
Rep. of Korea,Kazakhstan,1152
Rep. of Korea,Kazakhstan,0
Rep. of Korea,Kenya,26
Rep. of Korea,Kenya,5
Rep. of Korea,Kyrgyzstan,83
Rep. of Korea,Kyrgyzstan,0
Rep. of Korea,Cambodia,11
Rep. of Korea,Cambodia,0
Rep. of Korea,Liberia,176
Rep. of Korea,Liberia,9
Rep. of Korea,Libya,6
Rep. of Korea,Libya,5
Rep. of Korea,Sri Lanka,115
Rep. of Korea,Sri Lanka,8
Rep. of Korea,Morocco,144
Rep. of Korea,Morocco,0
Rep. of Korea,Mexico,0
Rep. of Korea,Mexico,0
Rep. of Korea,Mali,64
Rep. of Korea,Mali,6
Rep. of Korea,Myanmar,12
Rep. of Korea,Myanmar,292
Rep. of Korea,Mongolia,159
Rep. of Korea,Mozambique,7
Rep. of Korea,Mauritania,0
Rep. of Korea,Mauritius,0
Rep. of Korea,Malaysia,451
Rep. of Korea,Niger,0
Rep. of Korea,Niger,0
Rep. of Korea,Nigeria,431
Rep. of Korea,Nigeria,10
Rep. of Korea,Nicaragua,0
Rep. of Korea,Nepal,135
Rep. of Korea,Nepal,5
Rep. of Korea,Pakistan,805
Rep. of Korea,Pakistan,86
Rep. of Korea,Peru,0
Rep. of Korea,Philippines,255
Rep. of Korea,Palestinian,0
Rep. of Korea,Palestinian,5
Rep. of Korea,Russian Federation,618
Rep. of Korea,Russian Federation,13
Rep. of Korea,Rwanda,0
Rep. of Korea,Rwanda,0
Rep. of Korea,Saudi Arabia,0
Rep. of Korea,Saudi Arabia,0
Rep. of Korea,Sudan,36
Rep. of Korea,Sudan,12
Rep. of Korea,Senegal,168
Rep. of Korea,Sierra Leone,0
Rep. of Korea,El Salvador,0
Rep. of Korea,Somalia,0
Rep. of Korea,Somalia,0
Rep. of Korea,South Sudan,0
Rep. of Korea,Swaziland,0
Rep. of Korea,Syrian Arab Rep.,68
Rep. of Korea,Syrian Arab Rep.,1122
Rep. of Korea,Chad,0
Rep. of Korea,Chad,0
Rep. of Korea,Togo,8
Rep. of Korea,Thailand,278
Rep. of Korea,Thailand,0
Rep. of Korea,Tajikistan,13
Rep. of Korea,Tunisia,26
Rep. of Korea,Tunisia,0
Rep. of Korea,Turkey,47
Rep. of Korea,United Rep. of Tanzania,36
Rep. of Korea,United Rep. of Tanzania,0
Rep. of Korea,Uganda,75
Rep. of Korea,Uganda,31
Rep. of Korea,Ukraine,18
Rep. of Korea,Ukraine,12
Rep. of Korea,United States of America,0
Rep. of Korea,Uzbekistan,40
Rep. of Korea,Uzbekistan,8
Rep. of Korea,Venezuela (Bolivarian Republic of),0
Rep. of Korea,Viet Nam,42
Rep. of Korea,Stateless,0
Rep. of Korea,Stateless,197
Rep. of Korea,Yemen,201
Rep. of Korea,Yemen,50
Rep. of Korea,South Africa,111
Rep. of Korea,South Africa,0
Rep. of Korea,Zimbabwe,7
Kuwait,Djibouti,5
Kuwait,Egypt,18
Kuwait,Egypt,0
Kuwait,Eritrea,24
Kuwait,Eritrea,0
Kuwait,Ethiopia,11
Kuwait,Iran (Islamic Rep. of),83
Kuwait,Iran (Islamic Rep. of),9
Kuwait,Iraq,285
Kuwait,Iraq,328
Kuwait,Jordan,6
Kuwait,Lebanon,0
Kuwait,Lebanon,0
Kuwait,Sri Lanka,6
Kuwait,Monaco,0
Kuwait,Mali,0
Kuwait,Pakistan,12
Kuwait,Philippines,0
Kuwait,Palestinian,5
Kuwait,Palestinian,0
Kuwait,Sudan,19
Kuwait,Somalia,419
Kuwait,Somalia,227
Kuwait,South Sudan,0
Kuwait,Syrian Arab Rep.,31
Kuwait,Syrian Arab Rep.,44
Kuwait,Ukraine,0
Kuwait,Stateless,92000
Kuwait,Yemen,9
Kuwait,Yemen,0
Lebanon,Afghanistan,7
Lebanon,Afghanistan,22
Lebanon,Albania,0
Lebanon,Armenia,0
Lebanon,Armenia,8
Lebanon,Benin,0
Lebanon,Benin,0
Lebanon,Burkina Faso,0
Lebanon,Bangladesh,30
Lebanon,Bangladesh,15
Lebanon,Bulgaria,0
Lebanon,Bahrain,8
Lebanon,Bahrain,27
Lebanon,Bosnia and Herzegovina,0
Lebanon,Central African Rep.,0
Lebanon,Côte d'Ivoire,7
Lebanon,Cameroon,14
Lebanon,Cameroon,0
Lebanon,Dem. Rep. of the Congo,0
Lebanon,Dem. Rep. of the Congo,5
Lebanon,Congo,0
Lebanon,Denmark,0
Lebanon,Algeria,0
Lebanon,Algeria,7
Lebanon,Algeria,0
Lebanon,Egypt,166
Lebanon,Egypt,41
Lebanon,Egypt,66
Lebanon,Eritrea,39
Lebanon,Eritrea,0
Lebanon,Eritrea,20
Lebanon,Ethiopia,396
Lebanon,Ethiopia,135
Lebanon,Ethiopia,30
Lebanon,Ghana,0
Lebanon,Ghana,0
Lebanon,Ghana,0
Lebanon,Gambia,0
Lebanon,Hungary,0
Lebanon,Indonesia,0
Lebanon,India,0
Lebanon,Iran (Islamic Rep. of),17
Lebanon,Iran (Islamic Rep. of),10
Lebanon,Iran (Islamic Rep. of),33
Lebanon,Iraq,13612
Lebanon,Iraq,14
Lebanon,Iraq,5695
Lebanon,Jordan,48
Lebanon,Jordan,60
Lebanon,Jordan,32
Lebanon,Kenya,12
Lebanon,Kenya,0
Lebanon,Kenya,0
Lebanon,Kuwait,0
Lebanon,Liberia,0
Lebanon,Liberia,0
Lebanon,Liberia,0
Lebanon,Libya,10
Lebanon,Libya,0
Lebanon,Libya,12
Lebanon,Sri Lanka,0
Lebanon,Sri Lanka,6
Lebanon,Morocco,10
Lebanon,Morocco,0
Lebanon,Rep. of Moldova,0
Lebanon,Madagascar,0
Lebanon,Madagascar,0
Lebanon,Mali,0
Lebanon,Mauritania,0
Lebanon,Mauritania,0
Lebanon,Nigeria,19
Lebanon,Nigeria,0
Lebanon,Nepal,0
Lebanon,New Zealand,0
Lebanon,Oman,0
Lebanon,Pakistan,15
Lebanon,Pakistan,0
Lebanon,Philippines,30
Lebanon,Philippines,44
Lebanon,Palestinian,5
Lebanon,Palestinian,1518
Lebanon,Palestinian,0
Lebanon,Qatar,0
Lebanon,Romania,0
Lebanon,Romania,0
Lebanon,Russian Federation,0
Lebanon,Russian Federation,0
Lebanon,Saudi Arabia,8
Lebanon,Saudi Arabia,9
Lebanon,Saudi Arabia,10
Lebanon,Sudan,716
Lebanon,Sudan,5
