Country / territory of asylum/residence,Origin,Value
Germany,Haiti,1
Germany,Hungary,1
Germany,India,523
Germany,Iran (Islamic Rep. of),2622
Germany,Iraq,3655
Germany,Israel,7
Germany,Jordan,26
Germany,Kazakhstan,50
Germany,Kenya,6
Germany,Kyrgyzstan,18
Germany,Cambodia,5
Germany,Kuwait,1
Germany,Lebanon,213
Germany,Liberia,26
Germany,Libya,48
Germany,Sri Lanka,514
Germany,Lithuania,19
Germany,Latvia,4
Germany,Morocco,58
Germany,Rep. of Moldova,49
Germany,The former Yugoslav Republic of Macedonia,113
Germany,Mali,4
Germany,Myanmar,69
Germany,Mongolia,23
Germany,Mozambique,2
Germany,Mauritania,32
Germany,Mauritius,1
Germany,Niger,14
Germany,Nigeria,99
Germany,Nepal,64
Germany,Pakistan,584
Germany,Peru,5
Germany,Poland,73
Germany,Dem. People's Rep. of Korea,22
Germany,Romania,32
Germany,Russian Federation,1969
Germany,Rwanda,28
Germany,Sudan,88
Germany,Sierra Leone,874
Germany,El Salvador,1
Germany,Somalia,117
Germany,Serbia and Kosovo (S/RES/1244 (1999)),36608
Germany,Serbia and Kosovo (S/RES/1244 (1999)),62425
Germany,Slovakia,53
Germany,Slovenia,5
Germany,Syrian Arab Rep.,1046
Germany,Chad,11
Germany,Togo,378
Germany,Thailand,2
Germany,Tajikistan,21
Germany,Turkmenistan,4
Germany,Tunisia,56
Germany,Turkey,3871
Germany,United Rep. of Tanzania,1
Germany,Uganda,24
Germany,Ukraine,131
Germany,Uzbekistan,16
Germany,Viet Nam,469
Germany,Stateless,499
Germany,Various/Unknown,460
Germany,Various/Unknown,876000
Germany,Yemen,35
Germany,South Africa,2
Djibouti,Burundi,5
Djibouti,Dem. Rep. of the Congo,1
Djibouti,Dem. Rep. of the Congo,2
Djibouti,Ethiopia,351
Djibouti,Ethiopia,1508
Djibouti,Ethiopia,1707
Djibouti,Iraq,1
Djibouti,Niger,1
Djibouti,Rwanda,2
Djibouti,Rwanda,14
Djibouti,Sudan,1
Djibouti,Sudan,7
Djibouti,Sudan,2
Djibouti,Somalia,56
Djibouti,Somalia,21698
Djibouti,Somalia,1139
Djibouti,United Rep. of Tanzania,1
Djibouti,Yemen,1
Djibouti,Yemen,6
Denmark,Afghanistan,519
Denmark,Afghanistan,3525
Denmark,Angola,32
Denmark,Albania,44
Denmark,Albania,8
Denmark,Argentina,1
Denmark,Armenia,210
Denmark,Armenia,468
Denmark,Azerbaijan,130
Denmark,Azerbaijan,27
Denmark,Burundi,12
Denmark,Burundi,255
Denmark,Benin,1
Denmark,Benin,2
Denmark,Bangladesh,23
Denmark,Bangladesh,17
Denmark,Bulgaria,12
Denmark,Bahrain,19
Denmark,Bosnia and Herzegovina,574
Denmark,Bosnia and Herzegovina,27519
Denmark,Bosnia and Herzegovina,129
Denmark,Belarus,65
Denmark,Belarus,25
Denmark,Belize,1
Denmark,Brazil,2
Denmark,Bhutan,5
Denmark,Bhutan,5
Denmark,Chile,11
Denmark,China,69
Denmark,China,209
Denmark,Cote d'Ivoire,1
Denmark,Cote d'Ivoire,4
Denmark,Cameroon,21
Denmark,Cameroon,9
Denmark,Dem. Rep. of the Congo,32
Denmark,Dem. Rep. of the Congo,115
Denmark,Congo,3
Denmark,Congo,16
Denmark,Colombia,7
Denmark,Colombia,31
Denmark,Costa Rica,1
Denmark,Cuba,5
Denmark,Cuba,17
Denmark,Algeria,12
Denmark,Algeria,51
Denmark,Ecuador,9
Denmark,Egypt,7
Denmark,Egypt,30
Denmark,Eritrea,5
Denmark,Eritrea,31
Denmark,Estonia,2
Denmark,Estonia,3
Denmark,Ethiopia,23
Denmark,Ethiopia,220
Denmark,France,1
Denmark,Georgia,91
Denmark,Georgia,46
Denmark,Ghana,1
Denmark,Ghana,8
Denmark,Guinea,1
Denmark,Gambia,13
Denmark,Gambia,5
Denmark,Guatemala,4
Denmark,Guatemala,5
Denmark,Croatia,9
Denmark,Croatia,122
Denmark,Indonesia,13
Denmark,India,83
Denmark,India,33
Denmark,Iran (Islamic Rep. of),326
Denmark,Iran (Islamic Rep. of),2460
Denmark,Iraq,1317
Denmark,Iraq,11808
Denmark,Israel,4
Denmark,Israel,7
Denmark,Jordan,10
Denmark,Jordan,53
Denmark,Kazakhstan,11
Denmark,Kazakhstan,8
Denmark,Kenya,10
Denmark,Kenya,18
Denmark,Kyrgyzstan,34
Denmark,Cambodia,1
Denmark,Cambodia,24
Denmark,Kuwait,1
Denmark,Kuwait,7
Denmark,Lebanon,43
Denmark,Lebanon,373
Denmark,Liberia,31
Denmark,Libya,8
Denmark,Libya,35
Denmark,Sri Lanka,50
Denmark,Sri Lanka,1022
Denmark,Lesotho,1
Denmark,Lithuania,2
Denmark,Lithuania,10
Denmark,Morocco,5
Denmark,Morocco,9
Denmark,Rep. of Moldova,30
Denmark,Rep. of Moldova,32
Denmark,The former Yugoslav Republic of Macedonia,32
Denmark,The former Yugoslav Republic of Macedonia,54
Denmark,Mali,2
Denmark,Malta,1
Denmark,Myanmar,2
Denmark,Myanmar,54
Denmark,Mongolia,27
Denmark,Mauritania,11
Denmark,Malawi,1
Denmark,Namibia,7
Denmark,Niger,2
Denmark,Nigeria,15
Denmark,Nigeria,17
Denmark,Norway,1
Denmark,Nepal,4
Denmark,Pakistan,81
Denmark,Pakistan,30
Denmark,Peru,5
Denmark,Peru,30
Denmark,Philippines,2
Denmark,Poland,2
Denmark,Poland,12
Denmark,Dem. People's Rep. of Korea,2
Denmark,Portugal,2
Denmark,Palestinian,165
Denmark,Palestinian,4863
Denmark,Romania,10
Denmark,Romania,68
Denmark,Russian Federation,120
Denmark,Russian Federation,196
Denmark,Rwanda,18
Denmark,Rwanda,130
Denmark,Sudan,15
Denmark,Sudan,155
Denmark,Senegal,3
Denmark,Sierra Leone,12
Denmark,Sierra Leone,35
Denmark,Somalia,416
Denmark,Somalia,9957
Denmark,Serbia and Kosovo (S/RES/1244 (1999)),1217
Denmark,Serbia and Kosovo (S/RES/1244 (1999)),4327
Denmark,Serbia and Kosovo (S/RES/1244 (1999)),1026
Denmark,Slovakia,4
Denmark,Slovakia,24
Denmark,Slovenia,1
Denmark,Seychelles,7
Denmark,Seychelles,4
Denmark,Syrian Arab Rep.,39
Denmark,Syrian Arab Rep.,219
Denmark,Togo,1
Denmark,Togo,13
Denmark,Thailand,6
Denmark,Tajikistan,4
Denmark,Tajikistan,7
Denmark,Turkmenistan,3
Denmark,Tunisia,35
Denmark,Turkey,41
Denmark,Turkey,82
Denmark,United Rep. of Tanzania,1
Denmark,Uganda,2
Denmark,Uganda,181
Denmark,Ukraine,31
Denmark,Ukraine,98
Denmark,Uruguay,1
Denmark,United States of America,1
Denmark,United States of America,2
Denmark,Uzbekistan,4
Denmark,Uzbekistan,12
Denmark,Viet Nam,20
Denmark,Viet Nam,1293
Denmark,Stateless,3
Denmark,Stateless,122
Denmark,Various/Unknown,9
Denmark,Various/Unknown,160
Denmark,Yemen,1
Denmark,Yemen,23
Denmark,South Africa,1
Denmark,South Africa,2
Dominican Rep.,China,1
Dominican Rep.,Cuba,34
Dominican Rep.,Haiti,24
Dominican Rep.,Haiti,472
Dominican Rep.,Cambodia,1
Dominican Rep.,Serbia and Kosovo (S/RES/1244 (1999)),1
Dominican Rep.,Slovakia,2
Algeria,Burundi,1
Algeria,Bosnia and Herzegovina,2
Algeria,Cameroon,5
Algeria,Dem. Rep. of the Congo,159
Algeria,Dem. Rep. of the Congo,202
Algeria,Congo,29
Algeria,Congo,30
Algeria,Western Sahara,165000
Algeria,Spain,1
Algeria,Guinea,35
Algeria,Guinea,35
Algeria,Iraq,1
Algeria,Iraq,5
Algeria,Liberia,13
Algeria,Libya,6
Algeria,Morocco,5
Algeria,Morocco,5
Algeria,Mali,100
Algeria,Nigeria,100
Algeria,Palestinian,4000
Algeria,Russian Federation,1
Algeria,Rwanda,20
Algeria,Rwanda,19
Algeria,Rwanda,1
Algeria,Sudan,6
Algeria,Sierra Leone,30
Algeria,Sierra Leone,30
Algeria,Somalia,12
Algeria,Somalia,14
Algeria,Syrian Arab Rep.,4
Algeria,Chad,19
Algeria,Chad,20
Algeria,Various/Unknown,59
Ecuador,Afghanistan,70
Ecuador,Angola,1
Ecuador,Azerbaijan,3
Ecuador,Burundi,1
Ecuador,Chile,5
Ecuador,Dem. Rep. of the Congo,5
Ecuador,Colombia,102
Ecuador,Colombia,1374
Ecuador,Colombia,36
Ecuador,Cuba,1
Ecuador,Cuba,8
Ecuador,Ghana,1
Ecuador,Guinea,1
Ecuador,Croatia,1
Ecuador,Haiti,1
Ecuador,Hungary,2
Ecuador,India,3
Ecuador,Iran (Islamic Rep. of),34
Ecuador,Iraq,11
Ecuador,Lao People's Dem. Rep.,1
Ecuador,Liberia,3
Ecuador,Sri Lanka,20
Ecuador,Sri Lanka,1
Ecuador,Nigeria,3
Ecuador,Pakistan,2
Ecuador,Pakistan,12
Ecuador,Panama,4
Ecuador,Peru,15
Ecuador,Poland,2
Ecuador,Palestinian,1
Ecuador,Sudan,1
Ecuador,Somalia,1
Ecuador,Serbia and Kosovo (S/RES/1244 (1999)),4
Ecuador,Syrian Arab Rep.,15
Ecuador,Togo,1
Ecuador,Turkey,25
Ecuador,Uzbekistan,4
Ecuador,Viet Nam,8
Ecuador,Stateless,6
Egypt,Afghanistan,21
Egypt,Afghanistan,60
Egypt,Burundi,2
Egypt,Burundi,36
Egypt,Cameroon,2
Egypt,Dem. Rep. of the Congo,14
Egypt,Congo,5
Egypt,Djibouti,13
Egypt,Algeria,1
Egypt,Eritrea,206
Egypt,Ethiopia,517
Egypt,Ethiopia,54
Egypt,Croatia,1
Egypt,India,1
Egypt,Iraq,50
Egypt,Iraq,48
Egypt,Jordan,2
Egypt,Kazakhstan,2
Egypt,Liberia,1
Egypt,Liberia,42
Egypt,Libya,9
Egypt,Russian Federation,13
Egypt,Rwanda,24
Egypt,Rwanda,24
Egypt,Rwanda,1
Egypt,Sudan,8727
Egypt,Sudan,2833
Egypt,Sudan,13
Egypt,Sierra Leone,17
Egypt,Sierra Leone,142
Egypt,Somalia,1515
Egypt,Somalia,2610
Egypt,Somalia,2
Egypt,Syrian Arab Rep.,1
Egypt,Chad,11
Egypt,Tajikistan,2
Egypt,Stateless,140
Egypt,Various/Unknown,168
Egypt,Yemen,22
Egypt,Yemen,683
Egypt,Yemen,3
Eritrea,Eritrea,1100000
Eritrea,Kenya,1
Eritrea,Sudan,731
Eritrea,Sudan,10
Eritrea,Somalia,1253
Eritrea,Syrian Arab Rep.,1
Eritrea,Yemen,3
Spain,Afghanistan,125
Spain,Angola,176
Spain,Albania,46
Spain,Argentina,434
Spain,Armenia,229
Spain,Azerbaijan,51
Spain,Burundi,3
Spain,Bangladesh,12
Spain,Bulgaria,3
Spain,Bahrain,1
Spain,Bosnia and Herzegovina,735
Spain,Bosnia and Herzegovina,2
Spain,Belarus,13
Spain,Bhutan,1
Spain,Central African Rep.,1
Spain,Chile,2
Spain,China,19
Spain,Cote d'Ivoire,12
Spain,Cameroon,28
Spain,Dem. Rep. of the Congo,159
Spain,Congo,18
Spain,Colombia,345
Spain,Cuba,747
Spain,Algeria,696
Spain,Ecuador,8
Spain,Egypt,3
Spain,Eritrea,1
Spain,Ethiopia,75
Spain,Georgia,88
Spain,Ghana,4
Spain,Guinea,7
Spain,Gambia,11
Spain,Guinea-Bissau,4
Spain,Equatorial Guinea,319
Spain,Guatemala,1
Spain,Croatia,1
Spain,India,4
Spain,Iran (Islamic Rep. of),140
Spain,Iraq,326
Spain,Jordan,4
Spain,Kazakhstan,2
Spain,Kenya,4
Spain,Kyrgyzstan,4
Spain,Cambodia,2
Spain,Lebanon,2
Spain,Liberia,50
Spain,Sri Lanka,11
Spain,Morocco,50
Spain,Rep. of Moldova,5
Spain,The former Yugoslav Republic of Macedonia,2
Spain,Myanmar,5
Spain,Mozambique,4
Spain,Mauritania,25
Spain,Nigeria,45
Spain,Pakistan,25
Spain,Peru,243
Spain,Palestinian,1
Spain,Romania,13
Spain,Russian Federation,214
Spain,Rwanda,33
Spain,Sudan,33
Spain,Senegal,4
Spain,Sierra Leone,84
Spain,El Salvador,1
Spain,Somalia,203
Spain,Serbia and Kosovo (S/RES/1244 (1999)),51
Spain,Serbia and Kosovo (S/RES/1244 (1999)),53
Spain,Slovenia,1
Spain,Syrian Arab Rep.,18
Spain,Chad,1
Spain,Togo,3
Spain,Tajikistan,4
Spain,Tunisia,14
Spain,Tunisia,1
Spain,Turkey,20
Spain,Uganda,1
Spain,Ukraine,42
Spain,Uzbekistan,1
Spain,Viet Nam,50
Spain,Stateless,30
Spain,Various/Unknown,829
Spain,Yemen,5
Estonia,Afghanistan,4
Estonia,Afghanistan,2
Estonia,Armenia,1
Estonia,Algeria,2
Estonia,India,1
Estonia,Nigeria,1
Estonia,Pakistan,4
Estonia,Russian Federation,1
Estonia,Sierra Leone,1
Estonia,Somalia,1
Estonia,Turkmenistan,2
Estonia,Turkey,1
Estonia,Ukraine,1
Ethiopia,Afghanistan,3
Ethiopia,Angola,3
Ethiopia,Burundi,17
Ethiopia,Bulgaria,1
Ethiopia,Dem. Rep. of the Congo,16
Ethiopia,Dem. Rep. of the Congo,43
Ethiopia,Czech Rep.,2
Ethiopia,Djibouti,1560
Ethiopia,Eritrea,3276
Ethiopia,Indonesia,1
Ethiopia,Iraq,1
Ethiopia,Iraq,2
Ethiopia,Kenya,1
Ethiopia,Kenya,3
Ethiopia,Kenya,4855
Ethiopia,Sri Lanka,1
Ethiopia,Namibia,2
Ethiopia,Rwanda,2
Ethiopia,Rwanda,63
Ethiopia,Sudan,71732
Ethiopia,Somalia,121096
Ethiopia,Somalia,43467
Ethiopia,Chad,1
Ethiopia,Chad,2
Ethiopia,Uganda,92
Ethiopia,Uganda,2
Ethiopia,Ukraine,4
Ethiopia,Yemen,17
Ethiopia,Yemen,61
Ethiopia,South Africa,3
Finland,Afghanistan,351
Finland,Angola,94
Finland,Armenia,5
Finland,Azerbaijan,16
Finland,Bangladesh,18
Finland,Bulgaria,26
Finland,Bosnia and Herzegovina,368
Finland,Bosnia and Herzegovina,7
Finland,Belarus,5
Finland,China,37
Finland,Cote d'Ivoire,1
Finland,Cameroon,1
Finland,Dem. Rep. of the Congo,138
Finland,Congo,6
Finland,Cuba,56
Finland,Czech Rep.,2
Finland,Algeria,43
Finland,Egypt,7
Finland,Eritrea,1
Finland,Estonia,4
Finland,Ethiopia,131
Finland,Georgia,19
Finland,Ghana,24
Finland,Guinea,1
Finland,Gambia,3
Finland,Croatia,105
Finland,Hungary,4
Finland,India,7
Finland,Iran (Islamic Rep. of),2496
Finland,Iraq,1860
Finland,Israel,5
Finland,Jordan,17
Finland,Kazakhstan,2
Finland,Lebanon,23
Finland,Liberia,31
Finland,Libya,19
Finland,Sri Lanka,75
Finland,The former Yugoslav Republic of Macedonia,9
Finland,Myanmar,94
Finland,Namibia,1
Finland,Niger,3
Finland,Nigeria,13
Finland,Nepal,1
Finland,Pakistan,19
Finland,Romania,75
Finland,Russian Federation,18
Finland,Rwanda,17
Finland,Sudan,22
Finland,Senegal,2
Finland,Sierra Leone,11
Finland,Somalia,2613
Finland,Serbia and Kosovo (S/RES/1244 (1999)),3559
Finland,Serbia and Kosovo (S/RES/1244 (1999)),270
Finland,Slovakia,7
Finland,Syrian Arab Rep.,26
Finland,Togo,3
Finland,Tajikistan,7
Finland,Turkey,184
Finland,Uganda,12
Finland,Ukraine,7
Finland,Viet Nam,355
Finland,Stateless,96
Finland,Various/Unknown,1300
Finland,Various/Unknown,120
Finland,Yemen,1
France,Afghanistan,1190
France,Angola,1545
France,Albania,744
France,Armenia,390
France,Azerbaijan,95
France,Burundi,192
France,Burkina Faso,34
France,Bangladesh,581
France,Bulgaria,129
France,Bosnia and Herzegovina,1100
France,Bosnia and Herzegovina,4
France,Belarus,54
France,Bolivia (Plurinational State of),31
France,Central African Rep.,82
France,Chile,160
France,China,615
France,Cameroon,94
France,Dem. Rep. of the Congo,4902
France,Congo,346
France,Colombia,245
France,Cuba,82
France,Djibouti,38
France,Algeria,353
France,Egypt,75
France,Ethiopia,277
France,Georgia,229
France,Ghana,818
France,Guinea,248
France,Gambia,45
France,Guinea-Bissau,830
France,Equatorial Guinea,25
France,Croatia,53
France,Haiti,1374
France,Hungary,70
France,India,129
France,Iran (Islamic Rep. of),2241
France,Iraq,1578
France,Kazakhstan,43
France,Cambodia,18126
France,Lao People's Dem. Rep.,10379
France,Lebanon,70
France,Liberia,153
France,Sri Lanka,15183
France,Latvia,41
France,Morocco,96
France,Rep. of Moldova,52
France,Madagascar,36
France,The former Yugoslav Republic of Macedonia,53
France,Mali,108
France,Myanmar,58
France,Mauritania,1555
France,Nigeria,154
France,Pakistan,127
France,Peru,341
France,Poland,288
France,Palestinian,79
France,Romania,406
France,Russian Federation,499
France,Rwanda,919
France,Sudan,237
France,Senegal,45
France,Sierra Leone,61
France,Somalia,589
France,Serbia and Kosovo (S/RES/1244 (1999)),3791
France,Serbia and Kosovo (S/RES/1244 (1999)),527
France,Slovakia,51
France,Syrian Arab Rep.,148
France,Chad,296
France,Togo,140
France,Tunisia,291
France,Turkey,9896
France,Uganda,32
France,Ukraine,363
France,Viet Nam,12923
France,Stateless,322
France,Various/Unknown,33538
France,South Africa,25
Gabon,Angola,163
Gabon,Angola,37
Gabon,Burundi,15
Gabon,Burundi,23
Gabon,Benin,3
Gabon,Central African Rep.,12
Gabon,Central African Rep.,17
Gabon,Cote d'Ivoire,1
Gabon,Cameroon,14
Gabon,Cameroon,1
Gabon,Dem. Rep. of the Congo,881
Gabon,Dem. Rep. of the Congo,20
Gabon,Congo,17555
Gabon,Congo,6
Gabon,Eritrea,1
Gabon,Ghana,3
Gabon,Ghana,2
Gabon,Guinea-Bissau,4
Gabon,Equatorial Guinea,31
Gabon,Equatorial Guinea,123
Gabon,Cambodia,4
Gabon,Liberia,22
Gabon,Liberia,12
Gabon,Morocco,1
Gabon,Mali,11
Gabon,Mali,3
Gabon,Mauritania,68
Gabon,Mauritania,20
Gabon,Niger,5
Gabon,Niger,1
Gabon,Nigeria,24
Gabon,Nigeria,1
Gabon,Rwanda,13
Gabon,Rwanda,78
Gabon,Sudan,16
Gabon,Sudan,6
Gabon,Senegal,1
Gabon,Senegal,1
Gabon,Sierra Leone,51
Gabon,Sierra Leone,5
Gabon,Somalia,4
Gabon,Somalia,2
Gabon,Sao Tome and Principe,6
Gabon,Sao Tome and Principe,23
Gabon,Chad,1674
Gabon,Chad,39
Gabon,Togo,11
Gabon,Togo,5
Gabon,Uganda,1
Gabon,Viet Nam,4
United Kingdom,Afghanistan,5675
United Kingdom,Angola,1105
United Kingdom,Albania,120
United Kingdom,Bangladesh,595
United Kingdom,Bulgaria,20
United Kingdom,Bosnia and Herzegovina,65
United Kingdom,Bosnia and Herzegovina,1
United Kingdom,China,860
United Kingdom,Cote d'Ivoire,375
United Kingdom,Cameroon,25
United Kingdom,Dem. Rep. of the Congo,2775
United Kingdom,Colombia,870
United Kingdom,Czech Rep.,20
United Kingdom,Djibouti,5
United Kingdom,Algeria,1740
United Kingdom,Ecuador,170
United Kingdom,Ethiopia,4935
United Kingdom,Ghana,1785
United Kingdom,Gambia,125
United Kingdom,Croatia,50
United Kingdom,India,1275
United Kingdom,Iran (Islamic Rep. of),3390
United Kingdom,Iraq,9510
United Kingdom,Jordan,5
United Kingdom,Kenya,1085
United Kingdom,Rep. of Korea,5
United Kingdom,Lebanon,1245
United Kingdom,Liberia,285
United Kingdom,Libya,5
United Kingdom,Sri Lanka,10605
United Kingdom,Myanmar,5
United Kingdom,Nigeria,1475
United Kingdom,Pakistan,1855
United Kingdom,Peru,10
United Kingdom,Poland,75
United Kingdom,Romania,195
United Kingdom,Russian Federation,645
United Kingdom,Rwanda,690
United Kingdom,Sudan,2565
United Kingdom,Sierra Leone,1840
United Kingdom,Somalia,26891
United Kingdom,Serbia and Kosovo (S/RES/1244 (1999)),15440
United Kingdom,Serbia and Kosovo (S/RES/1244 (1999)),1685
United Kingdom,Seychelles,15
United Kingdom,Togo,25
United Kingdom,Turkey,7115
United Kingdom,United Rep. of Tanzania,215
United Kingdom,Uganda,3150
United Kingdom,Ukraine,230
United Kingdom,Viet Nam,5
United Kingdom,Various/Unknown,88600
United Kingdom,Various/Unknown,74982
United Kingdom,Yemen,5
United Kingdom,South Africa,15
United Kingdom,Zimbabwe,80
Georgia,Afghanistan,3
Georgia,Azerbaijan,13
Georgia,Georgia,272101
Georgia,Georgia,284
Georgia,Iran (Islamic Rep. of),1
Georgia,Russian Federation,7603
Georgia,Stateless,100
Ghana,Angola,1
Ghana,Angola,1
Ghana,Burundi,7
Ghana,Burkina Faso,1
Ghana,Burkina Faso,1
Ghana,Bosnia and Herzegovina,1
Ghana,Cameroon,6
Ghana,Dem. Rep. of the Congo,3
Ghana,Dem. Rep. of the Congo,12
Ghana,Congo,2
Ghana,Congo,5
Ghana,Ethiopia,6
Ghana,Liberia,151
Ghana,Liberia,9454
Ghana,Libya,6
Ghana,Nigeria,6
Ghana,Rwanda,5
Ghana,Rwanda,30
Ghana,Sudan,2
Ghana,Sudan,21
Ghana,Sierra Leone,224
Ghana,Sierra Leone,2103
Ghana,Somalia,1
Ghana,Chad,1
Ghana,Togo,55
Ghana,Togo,1058
Ghana,Uganda,1
Guinea,Burundi,11
Guinea,Burkina Faso,4
Guinea,Central African Rep.,1
Guinea,China,5
Guinea,Cameroon,3
Guinea,Dem. Rep. of the Congo,28
Guinea,Congo,6
Guinea,Comoros,20
Guinea,Algeria,2
Guinea,Guinea-Bissau,468
Guinea,Liberia,117069
Guinea,Liberia,14051
Guinea,Nigeria,3
Guinea,Russian Federation,2
Guinea,Rwanda,5
Guinea,Sudan,3
Guinea,Sierra Leone,310024
Guinea,Sierra Leone,33400
Guinea,Chad,17
Guinea,Togo,3
Gambia,Congo,1
Gambia,Liberia,131
Gambia,Senegal,4230
Gambia,Sierra Leone,223
Gambia,Sierra Leone,7631
Gambia,Various/Unknown,24
Guinea-Bissau,Liberia,5
Guinea-Bissau,Liberia,244
Guinea-Bissau,Senegal,6554
Guinea-Bissau,Senegal,17
Guinea-Bissau,Sierra Leone,38
Guinea-Bissau,Sierra Leone,739
Guinea-Bissau,Various/Unknown,3
Guinea-Bissau,Various/Unknown,50
Greece,Afghanistan,363
Greece,Afghanistan,131
Greece,Angola,2
Greece,Azerbaijan,2
Greece,Burundi,3
Greece,Bangladesh,15
Greece,China,2
Greece,Dem. Rep. of the Congo,8
Greece,Dem. Rep. of the Congo,20
Greece,Algeria,27
Greece,Eritrea,6
Greece,Ethiopia,10
Greece,Ethiopia,231
Greece,India,4
Greece,Iran (Islamic Rep. of),94
Greece,Iran (Islamic Rep. of),292
Greece,Iraq,1302
Greece,Iraq,511
Greece,Lebanon,22
Greece,Liberia,2
Greece,Libya,1
Greece,Sri Lanka,9
Greece,Myanmar,7
Greece,Nigeria,6
Greece,Nigeria,11
Greece,Pakistan,48
Greece,Palestinian,36
Greece,Palestinian,29
Greece,Romania,1
Greece,Russian Federation,12
Greece,Rwanda,4
Greece,Sudan,8
Greece,Sudan,33
Greece,Sierra Leone,35
Greece,Sierra Leone,16
Greece,Somalia,4
Greece,Serbia and Kosovo (S/RES/1244 (1999)),11
Greece,Syrian Arab Rep.,3
Greece,Syrian Arab Rep.,30
Greece,Tunisia,2
Greece,Turkey,350
Greece,Turkey,2327
Greece,United Rep. of Tanzania,1
Greece,Ukraine,1
Greece,Various/Unknown,3000
Guatemala,Angola,1
Guatemala,China,3
Guatemala,Colombia,2
Guatemala,Colombia,2
Guatemala,Cuba,9
Guatemala,Dominican Rep.,1
Guatemala,Honduras,7
Guatemala,Haiti,3
Guatemala,Nigeria,1
Guatemala,Nicaragua,512
Guatemala,Nicaragua,24
Guatemala,Peru,6
Guatemala,Russian Federation,5
Guatemala,Sudan,1
Guatemala,El Salvador,5
Guatemala,El Salvador,171
Guatemala,El Salvador,5
"China, Hong Kong SAR",Dem. Rep. of the Congo,3
"China, Hong Kong SAR",Eritrea,1
"China, Hong Kong SAR",Eritrea,1
"China, Hong Kong SAR",India,2
"China, Hong Kong SAR",Iraq,2
"China, Hong Kong SAR",Liberia,1
"China, Hong Kong SAR",Sri Lanka,16
"China, Hong Kong SAR",Sri Lanka,2
"China, Hong Kong SAR",Myanmar,1
"China, Hong Kong SAR",Nigeria,2
"China, Hong Kong SAR",Pakistan,20
"China, Hong Kong SAR",Pakistan,3
"China, Hong Kong SAR",Sierra Leone,1
"China, Hong Kong SAR",Somalia,2
"China, Hong Kong SAR",Viet Nam,1
"China, Hong Kong SAR",Viet Nam,37
"China, Hong Kong SAR",Viet Nam,975
"China, Hong Kong SAR",Viet Nam,11
"China, Hong Kong SAR",Stateless,1
Honduras,Cuba,4
Honduras,Haiti,7
Honduras,Sri Lanka,6
Honduras,Sierra Leone,1
Croatia,Afghanistan,1
Croatia,Armenia,4
Croatia,Bosnia and Herzegovina,20889
Croatia,Bosnia and Herzegovina,2988
Croatia,Cameroon,1
Croatia,Croatia,34134
Croatia,Croatia,15494
Croatia,Iran (Islamic Rep. of),7
Croatia,Rep. of Moldova,1
Croatia,Russian Federation,3
Croatia,Russian Federation,1
Croatia,Rwanda,1
Croatia,Sierra Leone,1
Croatia,Serbia and Kosovo (S/RES/1244 (1999)),4
Croatia,Serbia and Kosovo (S/RES/1244 (1999)),1543
Croatia,Serbia and Kosovo (S/RES/1244 (1999)),429
Haiti,Argentina,1
Haiti,Mexico,4
Haiti,Panama,1
Hungary,Afghanistan,448
Hungary,Afghanistan,694
Hungary,Angola,2
Hungary,Angola,8
Hungary,Albania,9
Hungary,Armenia,27
Hungary,Armenia,37
Hungary,Burkina Faso,1
Hungary,Bangladesh,239
Hungary,Bangladesh,3
Hungary,Bulgaria,1
Hungary,Bosnia and Herzegovina,16
Hungary,Bosnia and Herzegovina,8
Hungary,Bosnia and Herzegovina,14
Hungary,Belarus,1
Hungary,China,21
Hungary,China,2
Hungary,Cote d'Ivoire,1
Hungary,Cameroon,24
Hungary,Cameroon,57
Hungary,Dem. Rep. of the Congo,6
Hungary,Dem. Rep. of the Congo,16
Hungary,Congo,13
Hungary,Cuba,2
Hungary,Algeria,30
Hungary,Algeria,18
Hungary,Egypt,3
Hungary,Eritrea,6
Hungary,Eritrea,1
Hungary,Ethiopia,11
Hungary,Ethiopia,17
Hungary,Georgia,12
Hungary,Georgia,47
Hungary,Ghana,6
Hungary,Ghana,5
Hungary,Guinea,3
Hungary,Croatia,1
Hungary,Croatia,33
Hungary,India,27
Hungary,Iran (Islamic Rep. of),19
Hungary,Iran (Islamic Rep. of),14
Hungary,Iraq,281
Hungary,Iraq,201
Hungary,Israel,1
Hungary,Jordan,1
Hungary,Kazakhstan,3
Hungary,Kenya,1
Hungary,Kuwait,2
Hungary,Lebanon,6
Hungary,Lebanon,2
Hungary,Liberia,7
Hungary,Libya,1
Hungary,Sri Lanka,17
Hungary,Morocco,4
Hungary,Rep. of Moldova,1
Hungary,Rep. of Moldova,2
Hungary,The former Yugoslav Republic of Macedonia,1
Hungary,The former Yugoslav Republic of Macedonia,3
Hungary,Mali,1
Hungary,Mongolia,2
Hungary,Nigeria,21
Hungary,Nigeria,30
Hungary,Pakistan,34
Hungary,Pakistan,5
Hungary,Dem. People's Rep. of Korea,1
Hungary,Palestinian,12
Hungary,Palestinian,1
Hungary,Romania,15
Hungary,Romania,1318
Hungary,Russian Federation,16
Hungary,Russian Federation,21
Hungary,Rwanda,1
Hungary,Rwanda,1
Hungary,Sudan,35
Hungary,Sudan,26
Hungary,Senegal,3
Hungary,Senegal,1
Hungary,Sierra Leone,40
Hungary,Sierra Leone,33
Hungary,Somalia,48
