Country / territory of asylum/residence,Origin,Value
Colombia,Palestinian,1
Colombia,Romania,7
Colombia,Sudan,1
Colombia,Sierra Leone,5
Colombia,El Salvador,0
Colombia,El Salvador,7
Colombia,Somalia,33
Colombia,Somalia,11
Colombia,Serbia and Kosovo (S/RES/1244 (1999)),7
Colombia,Turkey,2
Colombia,United States of America,1
Colombia,Venezuela (Bolivarian Republic of),7
Colombia,Venezuela (Bolivarian Republic of),17
Colombia,Stateless,3
Costa Rica,Afghanistan,2
Costa Rica,Angola,2
Costa Rica,Argentina,2
Costa Rica,Armenia,2
Costa Rica,Bangladesh,0
Costa Rica,Bulgaria,13
Costa Rica,Belarus,8
Costa Rica,Belize,0
Costa Rica,Bolivia (Plurinational State of),0
Costa Rica,Bolivia (Plurinational State of),8
Costa Rica,China,0
Costa Rica,China,1
Costa Rica,Dem. Rep. of the Congo,3
Costa Rica,Dem. Rep. of the Congo,3
Costa Rica,Colombia,296
Costa Rica,Colombia,10214
Costa Rica,Colombia,20
Costa Rica,Cuba,40
Costa Rica,Cuba,722
Costa Rica,Cyprus,4
Costa Rica,Czech Rep.,0
Costa Rica,Germany,1
Costa Rica,Dominican Rep.,0
Costa Rica,Dominican Rep.,6
Costa Rica,Ecuador,0
Costa Rica,Eritrea,0
Costa Rica,Eritrea,4
Costa Rica,Spain,0
Costa Rica,Ethiopia,0
Costa Rica,Ethiopia,2
Costa Rica,Georgia,15
Costa Rica,Ghana,0
Costa Rica,Ghana,2
Costa Rica,Guinea,0
Costa Rica,Guatemala,5
Costa Rica,Guatemala,32
Costa Rica,Honduras,14
Costa Rica,Honduras,13
Costa Rica,Haiti,0
Costa Rica,Haiti,38
Costa Rica,India,0
Costa Rica,India,7
Costa Rica,Iran (Islamic Rep. of),0
Costa Rica,Iran (Islamic Rep. of),5
Costa Rica,Iraq,2
Costa Rica,Israel,0
Costa Rica,Israel,16
Costa Rica,Jamaica,0
Costa Rica,Japan,0
Costa Rica,Liberia,4
Costa Rica,Rep. of Moldova,2
Costa Rica,Mexico,2
Costa Rica,Mexico,7
Costa Rica,Nigeria,3
Costa Rica,Nigeria,8
Costa Rica,Nicaragua,7
Costa Rica,Nicaragua,597
Costa Rica,Nicaragua,20
Costa Rica,Nepal,0
Costa Rica,Pakistan,0
Costa Rica,Panama,2
Costa Rica,Panama,18
Costa Rica,Peru,0
Costa Rica,Peru,228
Costa Rica,Romania,4
Costa Rica,Russian Federation,21
Costa Rica,Sudan,0
Costa Rica,Sudan,1
Costa Rica,Sierra Leone,2
Costa Rica,El Salvador,0
Costa Rica,El Salvador,100
Costa Rica,Somalia,0
Costa Rica,Somalia,9
Costa Rica,Tajikistan,0
Costa Rica,Uganda,2
Costa Rica,Ukraine,18
Costa Rica,United States of America,3
Costa Rica,United States of America,2
Costa Rica,Uzbekistan,0
Costa Rica,Uzbekistan,7
Costa Rica,Venezuela (Bolivarian Republic of),0
Costa Rica,Venezuela (Bolivarian Republic of),217
Costa Rica,Various/Unknown,7134
Costa Rica,Zimbabwe,0
Cuba,Central African Rep.,1
Cuba,Colombia,1
Cuba,Colombia,3
Cuba,Eritrea,6
Cuba,Eritrea,4
Cuba,Western Sahara,396
Cuba,Ethiopia,0
Cuba,Ethiopia,1
Cuba,Haiti,1
Cuba,Iran (Islamic Rep. of),3
Cuba,Iran (Islamic Rep. of),2
Cuba,Iraq,1
Cuba,Kazakhstan,1
Cuba,Palestinian,1
Cuba,Sudan,2
Curacao,Colombia,2
Curacao,Jamaica,0
Curacao,Jamaica,7
Cayman Islands,Afghanistan,3
Cayman Islands,Cuba,1
Cayman Islands,Cuba,1
Cyprus,Afghanistan,112
Cyprus,Afghanistan,7
Cyprus,Albania,1
Cyprus,Armenia,38
Cyprus,Armenia,23
Cyprus,Benin,3
Cyprus,Burkina Faso,4
Cyprus,Burkina Faso,1
Cyprus,Bangladesh,59
Cyprus,Bangladesh,1
Cyprus,Bosnia and Herzegovina,21
Cyprus,Bosnia and Herzegovina,15
Cyprus,Belarus,1
Cyprus,Central African Rep.,0
Cyprus,China,49
Cyprus,China,3
Cyprus,Cote d'Ivoire,4
Cyprus,Cameroon,177
Cyprus,Cameroon,7
Cyprus,Dem. Rep. of the Congo,32
Cyprus,Dem. Rep. of the Congo,12
Cyprus,Comoros,1
Cyprus,Cuba,2
Cyprus,Cuba,1
Cyprus,Dominican Rep.,0
Cyprus,Algeria,11
Cyprus,Algeria,4
Cyprus,Egypt,155
Cyprus,Egypt,48
Cyprus,Eritrea,3
Cyprus,Ethiopia,21
Cyprus,Ethiopia,4
Cyprus,Georgia,36
Cyprus,Georgia,85
Cyprus,Ghana,55
Cyprus,Ghana,1
Cyprus,Guinea,33
Cyprus,Gambia,2
Cyprus,Croatia,1
Cyprus,Croatia,1
Cyprus,Indonesia,8
Cyprus,Indonesia,1
Cyprus,India,126
Cyprus,India,3
Cyprus,Iran (Islamic Rep. of),545
Cyprus,Iran (Islamic Rep. of),432
Cyprus,Iraq,459
Cyprus,Iraq,600
Cyprus,Israel,1
Cyprus,Jamaica,1
Cyprus,Jordan,137
Cyprus,Jordan,9
Cyprus,Kazakhstan,4
Cyprus,Kenya,12
Cyprus,Kyrgyzstan,5
Cyprus,Kyrgyzstan,3
Cyprus,Lebanon,106
Cyprus,Lebanon,25
Cyprus,Liberia,3
Cyprus,Libya,1
Cyprus,Sri Lanka,183
Cyprus,Sri Lanka,14
Cyprus,Morocco,25
Cyprus,Rep. of Moldova,18
Cyprus,Rep. of Moldova,14
Cyprus,The former Yugoslav Republic of Macedonia,2
Cyprus,Mali,11
Cyprus,Montenegro,0
Cyprus,Mongolia,37
Cyprus,Niger,1
Cyprus,Nigeria,92
Cyprus,Nigeria,3
Cyprus,Nepal,77
Cyprus,Pakistan,82
Cyprus,Pakistan,15
Cyprus,Philippines,39
Cyprus,Philippines,5
Cyprus,Palestinian,1796
Cyprus,Palestinian,1619
Cyprus,Russian Federation,83
Cyprus,Russian Federation,56
Cyprus,Saudi Arabia,0
Cyprus,Sudan,6
Cyprus,Sudan,3
Cyprus,Senegal,7
Cyprus,Sierra Leone,8
Cyprus,Sierra Leone,15
Cyprus,Somalia,11
Cyprus,Somalia,6
Cyprus,Serbia and Kosovo (S/RES/1244 (1999)),78
Cyprus,Serbia and Kosovo (S/RES/1244 (1999)),54
Cyprus,Syrian Arab Rep.,242
Cyprus,Syrian Arab Rep.,125
Cyprus,Chad,0
Cyprus,Togo,7
Cyprus,Tajikistan,1
Cyprus,Turkmenistan,1
Cyprus,Tunisia,9
Cyprus,Turkey,187
Cyprus,Turkey,138
Cyprus,Ukraine,70
Cyprus,Ukraine,28
Cyprus,Uzbekistan,24
Cyprus,Uzbekistan,4
Cyprus,Viet Nam,72
Cyprus,Viet Nam,1
Cyprus,Stateless,1
Cyprus,Yemen,3
Cyprus,Zimbabwe,2
Czech Rep.,Afghanistan,9
Czech Rep.,Afghanistan,224
Czech Rep.,Angola,4
Czech Rep.,Angola,23
Czech Rep.,Albania,1
Czech Rep.,Albania,12
Czech Rep.,Armenia,31
Czech Rep.,Armenia,79
Czech Rep.,Azerbaijan,7
Czech Rep.,Azerbaijan,24
Czech Rep.,Burundi,1
Czech Rep.,Burkina Faso,0
Czech Rep.,Burkina Faso,1
Czech Rep.,Bangladesh,1
Czech Rep.,Bangladesh,1
Czech Rep.,Bulgaria,25
Czech Rep.,Bosnia and Herzegovina,5
Czech Rep.,Bosnia and Herzegovina,11
Czech Rep.,Bosnia and Herzegovina,1
Czech Rep.,Belarus,87
Czech Rep.,Belarus,267
Czech Rep.,Central African Rep.,0
Czech Rep.,China,7
Czech Rep.,China,10
Czech Rep.,Cote d'Ivoire,3
Czech Rep.,Cote d'Ivoire,1
Czech Rep.,Cameroon,6
Czech Rep.,Dem. Rep. of the Congo,25
Czech Rep.,Dem. Rep. of the Congo,42
Czech Rep.,Congo,4
Czech Rep.,Congo,3
Czech Rep.,Cuba,7
Czech Rep.,Cuba,101
Czech Rep.,Czech Rep.,0
Czech Rep.,Germany,0
Czech Rep.,Djibouti,2
Czech Rep.,Algeria,9
Czech Rep.,Algeria,1
Czech Rep.,Egypt,3
Czech Rep.,Eritrea,1
Czech Rep.,Ethiopia,1
Czech Rep.,Ethiopia,13
Czech Rep.,Georgia,18
Czech Rep.,Georgia,28
Czech Rep.,Ghana,2
Czech Rep.,Ghana,11
Czech Rep.,Guinea,5
Czech Rep.,Guinea,6
Czech Rep.,Gambia,0
Czech Rep.,Gambia,2
Czech Rep.,Croatia,3
Czech Rep.,Croatia,3
Czech Rep.,Indonesia,1
Czech Rep.,India,3
Czech Rep.,India,2
Czech Rep.,Iran (Islamic Rep. of),11
Czech Rep.,Iran (Islamic Rep. of),34
Czech Rep.,Iraq,22
Czech Rep.,Iraq,173
Czech Rep.,Israel,1
Czech Rep.,Israel,2
Czech Rep.,Jordan,0
Czech Rep.,Jordan,1
Czech Rep.,Kazakhstan,167
Czech Rep.,Kazakhstan,87
Czech Rep.,Kenya,3
Czech Rep.,Kyrgyzstan,34
Czech Rep.,Kyrgyzstan,39
Czech Rep.,Cambodia,3
Czech Rep.,Cambodia,2
Czech Rep.,Liberia,4
Czech Rep.,Libya,1
Czech Rep.,Libya,2
Czech Rep.,Sri Lanka,3
Czech Rep.,Sri Lanka,13
Czech Rep.,Morocco,2
Czech Rep.,Morocco,1
Czech Rep.,Rep. of Moldova,20
Czech Rep.,Rep. of Moldova,20
Czech Rep.,The former Yugoslav Republic of Macedonia,1
Czech Rep.,The former Yugoslav Republic of Macedonia,2
Czech Rep.,Mali,0
Czech Rep.,Myanmar,0
Czech Rep.,Myanmar,100
Czech Rep.,Mongolia,49
Czech Rep.,Mongolia,2
Czech Rep.,Niger,35
Czech Rep.,Niger,21
Czech Rep.,Nigeria,20
Czech Rep.,Nepal,1
Czech Rep.,Pakistan,7
Czech Rep.,Pakistan,20
Czech Rep.,Philippines,2
Czech Rep.,Poland,3
Czech Rep.,Palestinian,1
Czech Rep.,Palestinian,1
Czech Rep.,Romania,1
Czech Rep.,Romania,121
Czech Rep.,Russian Federation,65
Czech Rep.,Russian Federation,435
Czech Rep.,Rwanda,1
Czech Rep.,Sudan,5
Czech Rep.,Sudan,20
Czech Rep.,Senegal,2
Czech Rep.,Senegal,1
Czech Rep.,Sierra Leone,0
Czech Rep.,Sierra Leone,6
Czech Rep.,Somalia,8
Czech Rep.,Somalia,21
Czech Rep.,Serbia and Kosovo (S/RES/1244 (1999)),11
Czech Rep.,Serbia and Kosovo (S/RES/1244 (1999)),54
Czech Rep.,Slovakia,1
Czech Rep.,Syrian Arab Rep.,36
Czech Rep.,Syrian Arab Rep.,23
Czech Rep.,Chad,1
Czech Rep.,Togo,3
Czech Rep.,Togo,1
Czech Rep.,Tajikistan,1
Czech Rep.,Turkmenistan,1
Czech Rep.,Turkmenistan,7
Czech Rep.,Tunisia,3
Czech Rep.,Tunisia,1
Czech Rep.,Turkey,48
Czech Rep.,Turkey,19
Czech Rep.,Uganda,0
Czech Rep.,Uganda,1
Czech Rep.,Ukraine,131
Czech Rep.,Ukraine,94
Czech Rep.,Uzbekistan,12
Czech Rep.,Uzbekistan,65
Czech Rep.,Viet Nam,43
Czech Rep.,Viet Nam,62
Czech Rep.,Stateless,70
Czech Rep.,Stateless,80
Czech Rep.,Various/Unknown,8
Czech Rep.,Yemen,2
Czech Rep.,South Africa,3
Czech Rep.,Zimbabwe,1
Germany,Afghanistan,7024
Germany,Afghanistan,1073
Germany,Afghanistan,30404
Germany,Angola,174
Germany,Angola,3321
Germany,Albania,66
Germany,Albania,2275
Germany,United Arab Emirates,3
Germany,United Arab Emirates,367
Germany,Argentina,32
Germany,Armenia,658
Germany,Armenia,3918
Germany,Antigua and Barbuda,1
Germany,Australia,0
Germany,Australia,33
Germany,Austria,2
Germany,Azerbaijan,1116
Germany,Azerbaijan,6326
Germany,Burundi,20
Germany,Burundi,138
Germany,Belgium,1
Germany,Belgium,6
Germany,Benin,117
Germany,Benin,181
Germany,Burkina Faso,79
Germany,Burkina Faso,208
Germany,Bangladesh,129
Germany,Bangladesh,935
Germany,Bulgaria,15
Germany,Bulgaria,192
Germany,Bahrain,37
Germany,Bosnia and Herzegovina,397
Germany,Bosnia and Herzegovina,24622
Germany,Bosnia and Herzegovina,176
Germany,Belarus,64
Germany,Belarus,1842
Germany,Belize,1
Germany,Bolivia (Plurinational State of),28
Germany,Brazil,0
Germany,Brazil,143
Germany,Barbados,2
Germany,Bhutan,12
Germany,Bhutan,83
Germany,Botswana,2
Germany,Botswana,3
Germany,Central African Rep.,0
Germany,Central African Rep.,14
Germany,Canada,46
Germany,Switzerland,3
Germany,Chile,5
Germany,Chile,423
Germany,China,547
Germany,China,3752
Germany,Cote d'Ivoire,110
Germany,Cote d'Ivoire,493
Germany,Cameroon,406
Germany,Cameroon,1236
Germany,Dem. Rep. of the Congo,465
Germany,Dem. Rep. of the Congo,5587
Germany,Congo,57
Germany,Congo,608
Germany,Colombia,20
Germany,Colombia,253
Germany,Comoros,0
Germany,Comoros,11
Germany,Cabo Verde,0
Germany,Cabo Verde,5
Germany,Costa Rica,9
Germany,Cuba,23
Germany,Cuba,383
Germany,Cyprus,1
Germany,Czech Rep.,7
Germany,Czech Rep.,169
Germany,Germany,7920
Germany,Djibouti,4
Germany,Dominica,1
Germany,Dominican Rep.,49
Germany,Algeria,426
Germany,Algeria,2283
Germany,Ecuador,3
Germany,Ecuador,124
Germany,Egypt,117
Germany,Egypt,875
Germany,Eritrea,536
Germany,Eritrea,4519
Germany,Spain,1
Germany,Spain,8
Germany,Estonia,0
Germany,Estonia,84
Germany,Ethiopia,466
Germany,Ethiopia,4628
Germany,France,1
Germany,France,6
Germany,Gabon,3
Germany,Gabon,11
Germany,United Kingdom,1
Germany,United Kingdom,9
Germany,Georgia,439
Germany,Georgia,2034
Germany,Ghana,290
Germany,Ghana,4294
Germany,Guinea,397
Germany,Guinea,649
Germany,Gambia,327
Germany,Gambia,469
Germany,Guinea-Bissau,26
Germany,Guinea-Bissau,34
Germany,Equatorial Guinea,10
Germany,Equatorial Guinea,23
Germany,Greece,2
Germany,Grenada,5
Germany,Guatemala,1
Germany,Guatemala,4
Germany,Guyana,1
Germany,Honduras,3
Germany,Honduras,9
Germany,Croatia,18
Germany,Croatia,4209
Germany,Haiti,3
Germany,Haiti,49
Germany,Hungary,2
Germany,Hungary,130
Germany,Indonesia,1
Germany,Indonesia,117
Germany,India,722
Germany,India,2774
Germany,Iran (Islamic Rep. of),3436
Germany,Iran (Islamic Rep. of),20444
Germany,Iraq,5589
Germany,Iraq,6709
Germany,Iraq,50432
Germany,Iceland,1
Germany,Israel,15
Germany,Israel,339
Germany,Italy,0
Germany,Italy,11
Germany,Jamaica,0
Germany,Jamaica,15
Germany,Jordan,58
Germany,Jordan,828
Germany,Japan,123
Germany,Kazakhstan,32
Germany,Kazakhstan,1675
Germany,Kenya,303
Germany,Kenya,290
Germany,Kyrgyzstan,76
Germany,Kyrgyzstan,1412
Germany,Cambodia,17
Germany,Cambodia,157
Germany,Rep. of Korea,2
Germany,Rep. of Korea,218
Germany,Kuwait,0
Germany,Kuwait,162
Germany,Lao People's Dem. Rep.,2
Germany,Lao People's Dem. Rep.,176
Germany,Lebanon,487
Germany,Lebanon,12514
Germany,Liberia,33
Germany,Liberia,324
Germany,Libya,27
Germany,Libya,636
Germany,Liechtenstein,1
Germany,Sri Lanka,687
Germany,Sri Lanka,12057
Germany,Lesotho,2
Germany,Lithuania,1
Germany,Lithuania,236
Germany,Luxembourg,1
Germany,Latvia,4
Germany,Latvia,457
Germany,Morocco,191
Germany,Morocco,1500
Germany,Monaco,1
Germany,Rep. of Moldova,43
Germany,Rep. of Moldova,4229
Germany,Madagascar,1
Germany,Madagascar,9
Germany,Maldives,2
Germany,Mexico,1
Germany,Mexico,31
Germany,The former Yugoslav Republic of Macedonia,1877
Germany,The former Yugoslav Republic of Macedonia,6035
Germany,Mali,27
Germany,Mali,75
Germany,Myanmar,95
Germany,Myanmar,799
Germany,Montenegro,92
Germany,Montenegro,3061
Germany,Mongolia,55
Germany,Mongolia,196
Germany,Mozambique,5
Germany,Mozambique,94
Germany,Mauritania,9
Germany,Mauritania,49
Germany,Mauritius,1
Germany,Malawi,1
Germany,Malawi,2
Germany,Malaysia,2
Germany,Malaysia,30
Germany,Namibia,2
Germany,Namibia,10
Germany,Niger,44
Germany,Niger,210
Germany,Nigeria,1241
Germany,Nigeria,2601
Germany,Nicaragua,0
Germany,Nicaragua,5
Germany,Netherlands,4
Germany,Netherlands,9
Germany,Norway,2
Germany,Nepal,33
Germany,Nepal,349
Germany,New Zealand,11
Germany,Oman,1
Germany,Oman,42
Germany,Pakistan,1275
Germany,Pakistan,7078
Germany,Panama,2
Germany,Peru,2
Germany,Peru,208
Germany,Philippines,4
Germany,Philippines,228
Germany,Poland,4
Germany,Poland,753
Germany,Dem. People's Rep. of Korea,14
Germany,Dem. People's Rep. of Korea,146
Germany,Portugal,4
Germany,Paraguay,7
Germany,Palestinian,5
Germany,Qatar,97
Germany,Romania,15
Germany,Romania,554
Germany,Russian Federation,2020
Germany,Russian Federation,39460
Germany,Rwanda,49
Germany,Rwanda,218
Germany,Saudi Arabia,0
Germany,Saudi Arabia,359
Germany,Sudan,145
Germany,Sudan,531
Germany,Senegal,42
Germany,Senegal,145
Germany,Singapore,0
Germany,Singapore,8
Germany,Sierra Leone,170
Germany,Sierra Leone,737
Germany,El Salvador,1
Germany,El Salvador,14
Germany,Somalia,1921
Germany,Somalia,2620
Germany,Serbia and Kosovo (S/RES/1244 (1999)),7789
Germany,Serbia and Kosovo (S/RES/1244 (1999)),8500
Germany,Serbia and Kosovo (S/RES/1244 (1999)),122340
Germany,Suriname,1
Germany,Slovakia,3
Germany,Slovakia,26
Germany,Slovenia,0
Germany,Slovenia,14
Germany,Sweden,3
Germany,Seychelles,1
Germany,Seychelles,1
Germany,Syrian Arab Rep.,2690
Germany,Syrian Arab Rep.,10518
Germany,Chad,6
Germany,Chad,53
Germany,Togo,201
Germany,Togo,4382
Germany,Thailand,0
Germany,Thailand,210
Germany,Tajikistan,98
Germany,Tajikistan,128
Germany,Turkmenistan,13
Germany,Turkmenistan,215
Germany,Tonga,1
Germany,Trinidad and Tobago,2
Germany,Tunisia,78
Germany,Tunisia,789
Germany,Turkey,2860
Germany,Turkey,97908
Germany,United Rep. of Tanzania,4
Germany,United Rep. of Tanzania,25
Germany,Uganda,82
Germany,Uganda,286
Germany,Ukraine,94
Germany,Ukraine,19398
Germany,Uruguay,10
Germany,United States of America,2
Germany,United States of America,343
Germany,Uzbekistan,33
Germany,Uzbekistan,2082
Germany,Saint Vincent and the Grenadines,1
Germany,Venezuela (Bolivarian Republic of),7
Germany,Venezuela (Bolivarian Republic of),24
Germany,Viet Nam,574
Germany,Viet Nam,24918
Germany,Stateless,294
Germany,Stateless,5103
Germany,Various/Unknown,1576
Germany,Various/Unknown,14432
Germany,Yemen,50
Germany,Yemen,408
Germany,South Africa,5
Germany,South Africa,47
Germany,Zambia,2
Germany,Zambia,14
Germany,Zimbabwe,60
Germany,Zimbabwe,56
Djibouti,Dem. Rep. of the Congo,0
Djibouti,Dem. Rep. of the Congo,1
Djibouti,Eritrea,360
Djibouti,Eritrea,236
Djibouti,Ethiopia,367
Djibouti,Ethiopia,7
Djibouti,Ethiopia,631
Djibouti,Iraq,0
Djibouti,Iraq,3
Djibouti,Kenya,9
Djibouti,Madagascar,1
Djibouti,Philippines,0
Djibouti,Philippines,2
Djibouti,Sudan,2
Djibouti,Sudan,5
Djibouti,Somalia,0
Djibouti,Somalia,14216
Djibouti,Yemen,2
Djibouti,Yemen,1
Denmark,Afghanistan,974
Denmark,Afghanistan,4467
Denmark,Angola,1
Denmark,Angola,9
Denmark,Albania,5
Denmark,Albania,56
Denmark,Armenia,21
Denmark,Armenia,72
Denmark,Azerbaijan,10
Denmark,Azerbaijan,130
Denmark,Burundi,5
Denmark,Burundi,114
Denmark,Burkina Faso,0
Denmark,Burkina Faso,1
Denmark,Bangladesh,33
Denmark,Bangladesh,9
Denmark,Bulgaria,4
Denmark,Bahrain,1
Denmark,Bosnia and Herzegovina,4
Denmark,Bosnia and Herzegovina,1064
Denmark,Bosnia and Herzegovina,22
Denmark,Belarus,6
Denmark,Belarus,26
Denmark,Brazil,1
Denmark,Bhutan,5
Denmark,Canada,0
Denmark,Chile,1
Denmark,China,6
Denmark,China,65
Denmark,Cote d'Ivoire,5
Denmark,Cote d'Ivoire,2
Denmark,Cameroon,13
Denmark,Cameroon,11
Denmark,Dem. Rep. of the Congo,11
Denmark,Dem. Rep. of the Congo,90
Denmark,Congo,4
Denmark,Congo,4
Denmark,Colombia,1
Denmark,Colombia,7
Denmark,Cuba,0
Denmark,Cuba,1
Denmark,Germany,1
Denmark,Denmark,3216
Denmark,Dominican Rep.,2
Denmark,Algeria,44
Denmark,Algeria,13
Denmark,Egypt,8
Denmark,Egypt,2
Denmark,Eritrea,20
Denmark,Eritrea,29
Denmark,Spain,1
Denmark,Ethiopia,13
Denmark,Ethiopia,28
Denmark,France,1
Denmark,Georgia,15
Denmark,Georgia,28
Denmark,Ghana,13
Denmark,Ghana,1
Denmark,Guinea,8
Denmark,Guinea,7
Denmark,Gambia,7
Denmark,Guinea-Bissau,7
Denmark,Croatia,2
Denmark,Croatia,5
Denmark,Haiti,7
Denmark,Hungary,2
Denmark,Indonesia,2
Denmark,Indonesia,1
Denmark,India,42
Denmark,India,41
Denmark,Ireland,1
Denmark,Iran (Islamic Rep. of),461
Denmark,Iran (Islamic Rep. of),1030
Denmark,Iraq,210
Denmark,Iraq,3962
Denmark,Israel,6
Denmark,Jordan,7
Denmark,Jordan,16
Denmark,Kazakhstan,9
Denmark,Kazakhstan,7
Denmark,Kenya,5
Denmark,Kenya,7
Denmark,Kyrgyzstan,7
Denmark,Cambodia,5
Denmark,Kuwait,5
Denmark,Lebanon,9
Denmark,Lebanon,75
Denmark,Liberia,4
Denmark,Libya,3
Denmark,Libya,27
Denmark,Sri Lanka,30
Denmark,Sri Lanka,148
Denmark,Latvia,2
Denmark,Morocco,24
Denmark,Rep. of Moldova,0
Denmark,Rep. of Moldova,6
Denmark,The former Yugoslav Republic of Macedonia,8
Denmark,The former Yugoslav Republic of Macedonia,18
Denmark,Myanmar,36
Denmark,Myanmar,56
Denmark,Montenegro,1
Denmark,Mongolia,1
Denmark,Mongolia,5
Denmark,Mauritania,5
Denmark,Mauritania,1
Denmark,Niger,1
Denmark,Nigeria,19
Denmark,Nigeria,13
Denmark,Nepal,6
Denmark,Nepal,4
Denmark,Pakistan,23
Denmark,Pakistan,38
Denmark,Peru,1
Denmark,Peru,1
Denmark,Philippines,1
Denmark,Poland,0
Denmark,Poland,2
Denmark,Dem. People's Rep. of Korea,5
Denmark,Dem. People's Rep. of Korea,9
Denmark,Palestinian,100
Denmark,Palestinian,381
Denmark,Romania,6
Denmark,Romania,5
Denmark,Russian Federation,247
Denmark,Russian Federation,748
Denmark,Rwanda,5
Denmark,Rwanda,81
Denmark,Sudan,29
Denmark,Sudan,84
Denmark,Senegal,3
Denmark,Sierra Leone,1
Denmark,Sierra Leone,7
Denmark,Somalia,87
Denmark,Somalia,1497
Denmark,Serbia and Kosovo (S/RES/1244 (1999)),106
Denmark,Serbia and Kosovo (S/RES/1244 (1999)),2288
Denmark,Slovakia,1
Denmark,Sweden,0
Denmark,Syrian Arab Rep.,483
Denmark,Syrian Arab Rep.,750
Denmark,Chad,1
Denmark,Togo,4
Denmark,Thailand,1
Denmark,Tajikistan,5
Denmark,Tunisia,9
Denmark,Tunisia,6
Denmark,Turkey,33
Denmark,Turkey,40
Denmark,United Rep. of Tanzania,0
Denmark,Uganda,19
Denmark,Uganda,10
Denmark,Ukraine,6
Denmark,Ukraine,19
Denmark,Uruguay,1
Denmark,United States of America,0
Denmark,United States of America,1
Denmark,Uzbekistan,11
Denmark,Uzbekistan,15
Denmark,Venezuela (Bolivarian Republic of),5
Denmark,Viet Nam,3
Denmark,Viet Nam,55
Denmark,Stateless,4
Denmark,Stateless,137
Denmark,Various/Unknown,4
Denmark,Various/Unknown,64
Denmark,Yemen,1
Denmark,Yemen,3
Denmark,Zambia,0
Denmark,Zimbabwe,3
Denmark,Zimbabwe,7
Dominican Rep.,Cuba,2
Dominican Rep.,Haiti,1750
Dominican Rep.,Haiti,595
Dominican Rep.,Iraq,6
Dominican Rep.,Sudan,0
Dominican Rep.,Sudan,4
Dominican Rep.,Syrian Arab Rep.,1
Algeria,Angola,4
Algeria,Burundi,1
Algeria,Benin,3
Algeria,Central African Rep.,1
Algeria,Switzerland,0
Algeria,Cote d'Ivoire,45
Algeria,Cote d'Ivoire,20
Algeria,Cameroon,92
Algeria,Cameroon,6
Algeria,Dem. Rep. of the Congo,26
Algeria,Dem. Rep. of the Congo,66
Algeria,Congo,4
Algeria,Congo,6
Algeria,Western Sahara,90000
Algeria,Gabon,2
Algeria,Guinea,18
Algeria,Guinea,2
Algeria,Guinea-Bissau,1
Algeria,Iraq,4
Algeria,Iraq,15
Algeria,Liberia,21
Algeria,Liberia,4
Algeria,Libya,6
Algeria,Mali,0
Algeria,Niger,4
Algeria,Nigeria,36
Algeria,Palestinian,11
Algeria,Palestinian,4007
Algeria,Rwanda,1
Algeria,Sudan,20
Algeria,Senegal,0
Algeria,Sierra Leone,2
Algeria,Somalia,1
Algeria,Somalia,3
Algeria,Chad,10
Algeria,Chad,2
Algeria,Togo,0
Algeria,Togo,2
Algeria,Tunisia,2
Algeria,Zimbabwe,0
Ecuador,Afghanistan,24
Ecuador,Afghanistan,114
Ecuador,Angola,0
Ecuador,Angola,2
Ecuador,Albania,6
Ecuador,Andorra,2
Ecuador,Argentina,11
Ecuador,Argentina,3
Ecuador,Armenia,4
Ecuador,Austria,1
Ecuador,Azerbaijan,1
Ecuador,Azerbaijan,2
Ecuador,Burundi,2
Ecuador,Belgium,1
Ecuador,Benin,4
Ecuador,Bangladesh,161
Ecuador,Bangladesh,2
Ecuador,Bosnia and Herzegovina,1
Ecuador,Belarus,1
Ecuador,Belarus,1
Ecuador,Bolivia (Plurinational State of),17
Ecuador,Brazil,11
Ecuador,Botswana,4
Ecuador,Canada,4
Ecuador,Chile,31
Ecuador,Chile,5
Ecuador,China,49
Ecuador,China,13
Ecuador,Cote d'Ivoire,8
Ecuador,Cote d'Ivoire,1
Ecuador,Cameroon,19
Ecuador,Cameroon,2
Ecuador,Dem. Rep. of the Congo,1
Ecuador,Congo,3
Ecuador,Congo,3
Ecuador,Colombia,39744
Ecuador,Colombia,120403
Ecuador,Cabo Verde,2
Ecuador,Costa Rica,0
Ecuador,Cuba,3528
Ecuador,Cuba,244
Ecuador,Czech Rep.,1
Ecuador,Germany,1
Ecuador,Germany,1
Ecuador,Dominican Rep.,64
Ecuador,Dominican Rep.,5
Ecuador,Egypt,1
Ecuador,Egypt,1
Ecuador,Eritrea,77
Ecuador,Eritrea,9
Ecuador,Western Sahara,6
Ecuador,Western Sahara,5
Ecuador,Spain,20
Ecuador,Spain,4
Ecuador,Ethiopia,15
Ecuador,Ethiopia,3
Ecuador,Georgia,1
Ecuador,Ghana,12
Ecuador,Ghana,2
Ecuador,Guinea,18
Ecuador,Guinea,7
Ecuador,Gambia,3
Ecuador,Guinea-Bissau,3
Ecuador,Guinea-Bissau,1
Ecuador,Guatemala,1
Ecuador,French Guiana,1
Ecuador,"China, Hong Kong SAR",1
Ecuador,Honduras,4
Ecuador,Croatia,0
Ecuador,Haiti,639
Ecuador,Haiti,22
Ecuador,India,38
Ecuador,India,2
Ecuador,Ireland,1
Ecuador,Iran (Islamic Rep. of),6
Ecuador,Iran (Islamic Rep. of),25
